
	filename	date	authors	genres	names	topics	multiple_authors	leader_in_authors	is_written_text	addressed_to_people	regular_occasion	has_major_topic
113	1919.03.18_цк ркпб.съезд ркпб 8.бюро мусульманских организаций_отчет_отчет бюро мусульманских организаций	1919.03.18	['цк ркпб', 'съезд ркпб 8', 'бюро мусульманских организаций']	['отчет']	['отчет бюро мусульманских организаций']	['отчет бюро мусульманских организаций']	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
114	1919.03.20_съезд ркпб 8_приветствие_приветствие красной армии	1919.03.20	['съезд ркпб 8']	['приветствие']	['приветствие красной армии']	['приветствие красной армии']	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
115	1919.06.01_вцик_постановление_постановление о военном союзе россии украины латвии литвы украины_образование ссср	1919.06.01	['вцик']	['постановление']	['постановление о военном союзе россии украины латвии литвы украины']	['образование ссср']	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
116	1920.09.22_ленин_выступление.отчет_политический отчет цк_съезд ркпб 9	1920.09.22	['ленин']	['выступление', 'отчет']	['политический отчет цк']	['съезд ркпб 9']	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
117	1920.12.21_ленин.снк_декрет_об использовании крыма для лечения трудящихся	1920.12.21	['ленин', 'снк']	['декрет']	['об использовании крыма для лечения трудящихся']	['об использовании крыма для лечения трудящихся']	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
118	1921.03.05_ленин_выступление.отчет.фрагмент_политический отчет_съезд ркпб 10	1921.03.05	['ленин']	['выступление', 'отчет', 'фрагмент']	['политический отчет']	['съезд ркпб 10']	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
119	1921.03.07_съезд ркпб 10_резолюция_о единстве партии	1921.03.07	['съезд ркпб 10']	['резолюция']	['о единстве партии']	['о единстве партии']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
120	1921.03.07_цк ркпб.ркпб 10_отчет.фрагмент_о деятельности партии	1921.03.07	['цк ркпб', 'ркпб 10']	['отчет', 'фрагмент']	['о деятельности партии']	['о деятельности партии']	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
121	1921.05.13_ленин.снк_декрет_о домах отдыха	1921.05.13	['ленин', 'снк']	['декрет']	['о домах отдыха']	['о домах отдыха']	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
122	1921.08.02_ленин_обращение_обращение к международному пролетариату_голод	1921.08.02	['ленин']	['обращение']	['обращение к международному пролетариату']	['голод']	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
123	1921.12.15_ленин.снк.вцик.калинин.енукидзе_декрет_о лишении гражданства	1921.12.15	['ленин', 'снк', 'вцик', 'калинин', 'енукидзе']	['декрет']	['о лишении гражданства']	['о лишении гражданства']	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
124	1922.03.27_ленин_выступление.фрагмент.отчет_политический отчет_съезд ркпб 11	1922.03.27	['ленин']	['выступление', 'фрагмент', 'отчет']	['политический отчет']	['съезд ркпб 11']	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
125	1922.04.02_съезд ркпб 11_резолюция_о некоторых членах бывшей оппозиции	1922.04.02	['съезд ркпб 11']	['резолюция']	['о некоторых членах бывшей оппозиции']	['о некоторых членах бывшей оппозиции']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
126	1922.12.23_ленин_статья.письмо_письмо к съезду_политическое завещание	1922.12.23	['ленин']	['статья', 'письмо']	['письмо к съезду']	['политическое завещание']	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
127	1922.12.25_ленин_статья.письмо_письмо к съезду продолжение_политическое завещание	1922.12.25	['ленин']	['статья', 'письмо']	['письмо к съезду продолжение']	['политическое завещание']	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
128	1922.12.27_ленин_статья_о придании законодательных функций госплану	1922.12.27	['ленин']	['статья']	['о придании законодательных функций госплану']	['о придании законодательных функций госплану']	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
129	1922.12.30_конференция съездов советов советских республик.всесоюзный съезд советов 1_декларация_об образовании ссср_образование ссср	1922.12.30	['конференция съездов советов советских республик', 'всесоюзный съезд советов 1']	['декларация']	['об образовании ссср']	['образование ссср']	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
130	1922.12.30_конференция съездов советов советских республик.всесоюзный съезд советов 1_договор_об образовании ссср_образование ссср	1922.12.30	['конференция съездов советов советских республик', 'всесоюзный съезд советов 1']	['договор']	['об образовании ссср']	['образование ссср']	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
131	1922.12.30_ленин_статья_к вопросу о национальностях или об автономизации	1922.12.30	['ленин']	['статья']	['к вопросу о национальностях или об автономизации']	['к вопросу о национальностях или об автономизации']	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
132	1922.12.31_ленин_статья_к вопросу о национальностях или об автономизации продолжение 2	1922.12.31	['ленин']	['статья']	['к вопросу о национальностях или об автономизации продолжение 2']	['к вопросу о национальностях или об автономизации продолжение 2']	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
133	1922.12.31_ленин_статья_к вопросу о национальностях или об автономизации продолжение	1922.12.31	['ленин']	['статья']	['к вопросу о национальностях или об автономизации продолжение']	['к вопросу о национальностях или об автономизации продолжение']	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
134	1923.01.02_ленин_статья.записки.дневник_странички из дневника о необходимости шефства рабочих над деревней	1923.01.02	['ленин']	['статья', 'записки', 'дневник']	['странички из дневника о необходимости шефства рабочих над деревней']	['странички из дневника о необходимости шефства рабочих над деревней']	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
135	1923.01.06_ленин_статья_о кооперации	1923.01.06	['ленин']	['статья']	['о кооперации']	['о кооперации']	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
136	1923.01.17_ленин_статья_о нашей революции_ответ на записки суханова	1923.01.17	['ленин']	['статья']	['о нашей революции']	['ответ на записки суханова']	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
137	1923.01.23_ленин_статья.предложение съезду партии_как нам реорганизовать рабкрин	1923.01.23	['ленин']	['статья', 'предложение съезду партии']	['как нам реорганизовать рабкрин']	['как нам реорганизовать рабкрин']	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
138	1923.03.02_ленин_статья_лучше меньше да лучше	1923.03.02	['ленин']	['статья']	['лучше меньше да лучше']	['лучше меньше да лучше']	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
139	1923.04.17_сталин_выступление.отчет_организационный отчет_съезд ркпб 12	1923.04.17	['сталин']	['выступление', 'отчет']	['организационный отчет']	['съезд ркпб 12']	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
140	1923.04.19_зиновьев_выступление.отчет.доклад.фрагмент_политический отчет цк_съезд ркпб 12	1923.04.19	['зиновьев']	['выступление', 'отчет', 'доклад', 'фрагмент']	['политический отчет цк']	['съезд ркпб 12']	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
141	1923.04.19_съезд ркпб 12_резолюция_по отчету цк	1923.04.19	['съезд ркпб 12']	['резолюция']	['по отчету цк']	['по отчету цк']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
142	1923.04.25_съезд ркпб 12_резолюция_о постановке антирелигиозной агитации и пропаганды	1923.04.25	['съезд ркпб 12']	['резолюция']	['о постановке антирелигиозной агитации и пропаганды']	['о постановке антирелигиозной агитации и пропаганды']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
143	1924.01.31_всесоюзный съезд советов 2_конституция_конституция ссср	1924.01.31	['всесоюзный съезд советов 2']	['конституция']	['конституция ссср']	['конституция ссср']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
144	1924.04.16_калинин_выступление.доклад.фрагмент_о работе в деревне_съезд ркпб 13	1924.04.16	['калинин']	['выступление', 'доклад', 'фрагмент']	['о работе в деревне']	['съезд ркпб 13']	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
145	1924.05.27_съезд ркпб 13_резолюция фрагмент_по отчету цк	1924.05.27	['съезд ркпб 13']	['резолюция фрагмент']	['по отчету цк']	['по отчету цк']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
146	1924.05.29_крупская_выступление.фрагмент.доклад_о работе в деревне_съезд ркпб 13	1924.05.29	['крупская']	['выступление', 'фрагмент', 'доклад']	['о работе в деревне']	['съезд ркпб 13']	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
147	1924.05.31_партконференция 13.съезд ркпб 13.конгресс коминтерна 5_резолюция_об итогах дискуссии и о мелкобуржуазном уклоне в партии_троцкий	1924.05.31	['партконференция 13', 'съезд ркпб 13', 'конгресс коминтерна 5']	['резолюция']	['об итогах дискуссии и о мелкобуржуазном уклоне в партии']	['троцкий']	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
148	1924.05.31_партконференция 13_резолюция_о партстроительстве партия в условиях нэпа_нэп	1924.05.31	['партконференция 13']	['резолюция']	['о партстроительстве партия в условиях нэпа']	['нэп']	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
149	1924.05.31_съезд ркпб 13_постановление.фрагмент_о работе среди молодежи	1924.05.31	['съезд ркпб 13']	['постановление', 'фрагмент']	['о работе среди молодежи']	['о работе среди молодежи']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
150	1924.05.31_съезд ркпб 13_резолюция.фрагмент_о работе в деревне	1924.05.31	['съезд ркпб 13']	['резолюция', 'фрагмент']	['о работе в деревне']	['о работе в деревне']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
151	1924.05.31_съезд ркпб 13_резолюция_о кооперации	1924.05.31	['съезд ркпб 13']	['резолюция']	['о кооперации']	['о кооперации']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
152	1925.04.29_партконференция 14_резолюция.фрагмент_о возможности победы социализма в одной стране.о задачах коминтерна и ркпб	1925.04.29	['партконференция 14']	['резолюция', 'фрагмент']	['о возможности победы социализма в одной стране', 'о задачах коминтерна и ркпб']	['о возможности победы социализма в одной стране', 'о задачах коминтерна и ркпб']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
153	1925.12.23_съезд вкпб 14_резолюция.фрагмент_о работе профсоюзов	1925.12.23	['съезд вкпб 14']	['резолюция', 'фрагмент']	['о работе профсоюзов']	['о работе профсоюзов']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
154	1925.12.23_съезд вкпб 14_резолюция_по отчету цк	1925.12.23	['съезд вкпб 14']	['резолюция']	['по отчету цк']	['по отчету цк']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
155	1927.12.03_сталин_выступление.отчет_политический отчет цк_съезд вкпб 15	1927.12.03	['сталин']	['выступление', 'отчет']	['политический отчет цк']	['съезд вкпб 15']	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
156	1927.12.11_литвинов_доклад_о работе советской делегации на конференции по разоружению_конференция по разоружению.съезд вкпб 15	1927.12.11	['литвинов']	['доклад']	['о работе советской делегации на конференции по разоружению']	['конференция по разоружению', 'съезд вкпб 15']	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
157	1927.12.19_съезд вкпб 15_резолюция.фрагмент_о работе в деревне	1927.12.19	['съезд вкпб 15']	['резолюция', 'фрагмент']	['о работе в деревне']	['о работе в деревне']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
158	1927.12.19_съезд вкпб 15_резолюция.фрагмент_по отчету цк	1927.12.19	['съезд вкпб 15']	['резолюция', 'фрагмент']	['по отчету цк']	['по отчету цк']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
159	1929.06.18_президиум вцспс_постановление_о работе клубов и красных уголков	1929.06.18	['президиум вцспс']	['постановление']	['о работе клубов и красных уголков']	['о работе клубов и красных уголков']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
160	1930.01.21_сталин_статья_к вопросу о политике ликвидации кулачества как класса_раскулачивание	1930.01.21	['сталин']	['статья']	['к вопросу о политике ликвидации кулачества как класса']	['раскулачивание']	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
161	1930.06.27_сталин_выступление.отчет_политический отчет цк_съезд вкпб 16	1930.06.27	['сталин']	['выступление', 'отчет']	['политический отчет цк']	['съезд вкпб 16']	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
162	1930.07.13_съезд вкпб 16_резолюция.фрагмент_по отчету цк	1930.07.13	['съезд вкпб 16']	['резолюция', 'фрагмент']	['по отчету цк']	['по отчету цк']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
163	1930.07.13_съезд вкпб 16_резолюция_о выполнении пятилетнего плана промышленности	1930.07.13	['съезд вкпб 16']	['резолюция']	['о выполнении пятилетнего плана промышленности']	['о выполнении пятилетнего плана промышленности']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
164	1930.12.21_цк вкпб.цкк вкпб_стенограмма.отчет.фрагмент.заседание_прения по докладу куйбышева о народно хозяйственном плане_отстранение рыкова из снк	1930.12.21	['цк вкпб', 'цкк вкпб']	['стенограмма', 'отчет', 'фрагмент', 'заседание']	['прения по докладу куйбышева о народно хозяйственном плане']	['отстранение рыкова из снк']	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE
165	1934.01.26_сталин_выступление.отчет.доклад_отчетный доклад о работе цк_съезд вкпб 17	1934.01.26	['сталин']	['выступление', 'отчет', 'доклад']	['отчетный доклад о работе цк']	['съезд вкпб 17']	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE
166	1934.01.31_бухарин_выступление.фрагмент_речь на 17 съезде_германия и япония	1934.01.31	['бухарин']	['выступление', 'фрагмент']	['речь на 17 съезде']	['германия и япония']		FALSE	FALSE	FALSE	FALSE	TRUE
167	1934.02.10_съезд вкпб 17_резолюция.фрагмент_о втором пятилетнем плане развития народного хозяйства_2 пятилетка	1934.02.10	['съезд вкпб 17']	['резолюция', 'фрагмент']	['о втором пятилетнем плане развития народного хозяйства']	['2 пятилетка']	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
168	1934.02.10_съезд вкпб 17_резолюция.фрагмент_партийное и советское строительство.организационные вопросы	1934.02.10	['съезд вкпб 17']	['резолюция', 'фрагмент']	['партийное и советское строительство', 'организационные вопросы']	['партийное и советское строительство', 'организационные вопросы']	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE
169	1934.02.21_бюро обкома вкпб асср нп_постановление_о формулировке по национальному вопросу	1934.02.21	['бюро обкома вкпб асср нп']	['постановление']	['о формулировке по национальному вопросу']	['о формулировке по национальному вопросу']	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
170	1934.05.11_правда_газетная статья_партия продолжает проверку своих рядов_чистки	1934.05.11	['правда']	['газетная статья']	['партия продолжает проверку своих рядов']	['чистки']	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
